gender;maritalStatus;age;flagResidencialPhone;areaCodeResidencialPhone;bestPaymentDay;residenceType;monthsInResidence;flagResidenceTown_WorkingTown;monthsInTheJob;personalNetIncome;BAD
F;S;54;Y;31;8;A;132;N;72;801.0;0
F;C;22;Y;31;12;P;60;N;0;270.0;0
F;C;30;Y;31;12;P;36;N;0;0.0;0
F;S;23;Y;31;18;P;36;Y;24;500.0;0
F;S;24;N;50;25;P;120;N;12;239.0;0
F;S;19;Y;50;28;O;12;Y;48;250.0;0
M;C;26;Y;31;12;A;12;N;60;508.0;0
F;C;41;Y;31;12;P;144;Y;36;152.0;0
F;C;52;Y;31;18;P;156;N;60;920.0;0
F;S;40;N;50;8;A;144;Y;0;500.0;0
M;S;21;Y;31;1;C;12;N;72;220.0;0
M;C;45;Y;31;8;C;48;Y;48;345.0;1
F;V;52;N;50;16;P;120;N;60;180.0;0
F;S;19;Y;31;28;P;36;N;48;846.0;0
F;S;67;Y;31;20;P;144;N;12;666.0;1
F;S;38;Y;31;8;P;168;Y;60;873.0;0
M;S;25;Y;50;8;P;300;Y;0;280.0;0
F;C;46;N;50;12;P;480;Y;12;411.0;0
F;C;30;Y;31;12;P;240;N;12;300.0;1
F;V;50;N;5;18;P;192;N;0;226.0;0
F;S;38;Y;24;18;P;240;Y;120;500.0;0
F;S;39;Y;31;20;A;24;Y;0;235.0;0
M;S;30;Y;50;8;A;480;Y;84;320.0;0
M;S;20;Y;31;1;P;36;Y;0;350.0;0
F;V;59;Y;50;18;P;360;N;360;690.0;1
F;S;19;N;50;25;P;228;N;12;145.0;1
M;C;43;Y;50;1;A;240;N;180;1100.0;1
F;S;27;Y;31;18;C;216;Y;12;300.0;0
F;V;48;Y;50;12;O;240;Y;36;630.0;0
F;S;27;Y;31;12;P;60;N;24;450.0;0
F;C;34;Y;31;25;P;156;N;0;477.0;0
F;S;21;N;31;18;P;12;N;0;0.0;1
M;S;24;Y;31;3;O;48;N;0;0.0;1
F;S;18;Y;23;9;C;216;N;12;300.0;0
F;C;46;Y;31;8;P;192;N;228;698.0;1
F;S;38;Y;50;16;A;0;N;12;400.0;0
F;S;33;Y;31;12;P;360;Y;96;276.0;0
F;C;34;Y;31;8;A;36;Y;12;615.0;0
M;D;28;Y;31;12;C;36;N;12;500.0;0
F;S;25;Y;31;18;P;12;N;0;0.0;0
F;S;36;Y;5;18;A;48;N;12;263.0;0
F;S;20;N;31;25;P;240;Y;12;700.0;0
F;C;36;Y;31;23;P;432;N;12;460.0;0
F;S;18;N;50;12;P;48;Y;12;215.0;0
F;S;21;Y;31;12;C;36;Y;0;250.0;1
F;S;42;Y;31;8;P;504;N;12;220.0;0
F;S;28;Y;31;18;P;60;N;120;600.0;0
M;S;25;Y;31;28;P;36;Y;36;1000.0;0
M;O;21;Y;31;8;A;36;N;36;1065.0;0
F;S;18;Y;5;12;P;12;N;12;525.0;0
M;S;21;Y;31;28;C;12;N;12;200.0;1
F;S;20;N;31;18;C;72;N;12;191.0;1
F;S;24;N;31;12;P;24;N;12;299.0;1
M;S;19;Y;31;8;O;60;Y;48;400.0;0
F;S;21;N;31;23;O;144;Y;0;229.0;0
F;S;20;Y;50;12;P;36;N;12;400.0;1
M;C;33;Y;31;8;O;84;N;36;800.0;0
F;C;22;N;31;28;A;0;Y;12;400.0;0
F;C;39;Y;31;20;P;72;N;12;800.0;0
F;O;52;Y;50;25;P;144;Y;12;270.0;0
M;C;51;Y;31;12;P;264;Y;12;423.0;0
F;S;24;Y;31;16;P;120;Y;72;600.0;0
F;C;23;Y;31;12;P;60;N;0;400.0;0
F;S;20;Y;50;3;P;120;N;12;350.0;1
M;S;39;Y;50;12;P;444;Y;12;360.0;0
M;S;19;Y;5;12;C;240;N;36;250.0;0
F;S;34;Y;31;1;P;180;N;144;900.0;0
F;S;23;Y;31;25;P;276;Y;48;209.0;0
M;S;20;Y;5;28;P;24;Y;12;350.0;0
F;O;27;Y;50;12;P;240;N;120;350.0;1
F;S;29;Y;31;12;P;348;Y;24;1199.0;0
M;S;34;Y;31;8;P;180;Y;12;268.0;0
F;S;21;Y;31;20;A;12;Y;0;220.0;0
F;S;18;Y;31;8;C;132;Y;0;180.0;0
F;C;54;Y;31;20;P;36;N;12;950.0;0
M;C;49;Y;31;20;P;360;N;24;1400.0;0
F;C;48;Y;31;12;A;12;N;12;500.0;0
F;C;60;Y;31;12;P;12;N;12;183.0;0
F;C;27;N;31;25;P;96;N;36;400.0;0
F;S;47;Y;50;8;P;120;Y;24;399.0;0
M;C;42;Y;31;18;P;216;N;0;0.0;0
F;S;19;N;50;28;C;228;Y;12;260.0;0
F;O;33;Y;31;18;P;84;N;36;370.0;1
F;S;18;Y;31;25;P;60;N;12;180.0;1
F;D;39;Y;31;12;P;12;Y;12;220.0;0
M;C;25;N;50;8;A;12;Y;12;330.0;0
M;S;19;Y;50;12;P;12;Y;0;230.0;0
M;C;25;Y;31;3;P;216;Y;24;339.0;0
F;C;25;N;31;18;P;84;Y;12;330.0;1
F;V;70;Y;31;8;P;408;N;264;801.0;0
F;C;21;Y;31;8;A;156;N;72;550.15;0
F;C;43;N;50;12;P;444;N;12;418.0;0
F;D;29;Y;31;12;P;216;Y;12;300.0;0
M;C;32;Y;31;1;A;240;Y;36;480.0;0
M;C;39;Y;23;28;P;180;N;72;430.0;0
F;V;63;Y;5;18;P;240;N;12;330.0;0
M;C;49;Y;5;12;P;240;Y;120;300.0;0
F;S;39;N;31;12;P;60;N;96;354.0;0
F;D;51;Y;23;12;P;276;N;0;1380.0;0
M;S;17;Y;23;18;A;12;Y;12;220.0;0
F;D;53;Y;50;12;P;132;Y;192;1400.0;0
F;S;39;Y;50;12;A;120;N;216;400.0;0
F;S;20;Y;31;12;P;108;N;0;350.0;0
F;S;32;Y;31;18;C;120;Y;36;234.0;0
F;S;25;Y;31;18;P;12;Y;12;400.0;0
F;C;18;N;50;12;P;60;N;0;180.0;1
M;S;19;Y;31;20;P;72;N;24;450.0;0
F;S;19;Y;31;18;C;120;Y;12;220.0;1
F;C;32;Y;31;28;P;156;N;0;600.0;0
F;S;54;Y;31;28;A;24;N;120;825.0;0
F;S;20;Y;31;18;C;216;N;0;530.0;0
F;S;34;Y;31;8;P;72;N;36;649.0;0
M;C;46;Y;31;28;A;24;N;24;500.0;1
F;S;51;Y;31;12;P;132;Y;228;403.0;0
F;S;20;Y;31;25;P;240;N;0;240.0;0
M;S;35;Y;31;20;A;156;Y;36;186.0;0
M;S;36;Y;50;20;P;12;N;0;800.0;1
F;S;21;Y;31;12;P;252;Y;12;360.0;0
F;O;41;Y;31;8;P;60;Y;0;380.0;0
F;C;18;N;50;12;P;36;N;36;360.0;0
F;C;42;Y;31;28;A;216;N;12;250.0;0
F;C;38;Y;31;28;P;120;N;180;1300.0;0
F;C;56;Y;31;12;P;276;N;108;519.0;0
F;S;26;N;50;18;A;120;N;12;430.0;0
F;S;22;Y;31;28;C;240;Y;0;220.0;0
F;S;46;Y;31;8;P;120;N;0;1164.0;0
M;S;21;Y;31;25;P;252;N;12;1200.0;0
F;C;38;Y;31;8;P;432;N;96;400.0;0
M;S;33;Y;31;18;C;12;Y;144;1160.0;0
F;S;25;Y;31;25;P;180;N;24;600.0;1
F;C;23;Y;31;1;P;12;Y;12;293.0;1
M;O;36;Y;31;3;O;48;Y;12;284.0;0
F;S;26;Y;31;12;A;0;N;12;661.0;0
F;V;51;Y;5;8;P;360;N;24;480.0;0
F;D;31;Y;50;12;P;300;Y;36;700.0;0
F;S;18;Y;31;16;P;12;N;36;300.0;0
F;O;41;Y;5;12;P;12;Y;12;270.0;0
M;S;23;Y;31;28;P;276;N;12;1439.0;1
F;C;43;Y;31;20;P;0;N;48;778.0;0
M;S;22;Y;23;20;C;264;N;12;461.0;0
F;S;34;Y;31;18;P;84;Y;48;1000.0;0
M;S;22;N;50;18;P;24;N;12;313.0;0
M;C;44;Y;50;8;P;480;N;36;600.0;0
F;S;34;Y;31;12;P;408;N;60;913.0;0
F;S;21;N;50;25;C;252;N;0;366.0;0
F;C;47;Y;31;8;P;360;N;360;700.0;0
F;C;20;Y;31;8;P;60;Y;36;658.0;0
M;S;19;Y;5;23;C;48;Y;12;300.0;0
M;S;21;Y;31;18;P;72;Y;12;280.0;0
M;S;24;Y;5;12;P;12;Y;12;385.0;0
F;C;42;Y;31;1;P;36;N;264;540.0;0
M;C;29;Y;50;20;P;336;N;132;1182.0;0
F;C;56;Y;31;20;P;240;N;0;0.0;0
F;S;19;Y;31;25;C;120;N;60;450.0;0
F;S;19;N;50;20;P;120;Y;12;203.0;0
M;S;22;Y;31;3;C;216;N;72;800.0;1
F;S;24;Y;50;28;P;24;Y;24;250.0;0
M;S;29;N;50;12;C;48;N;24;320.0;1
F;S;18;Y;23;25;C;72;Y;12;180.0;0
F;C;30;Y;31;12;P;336;Y;12;200.0;0
M;S;68;Y;31;20;P;240;N;72;600.0;0
M;S;23;N;31;28;P;156;N;48;220.0;0
M;C;25;Y;5;12;C;24;N;120;693.0;0
F;S;28;Y;31;18;C;336;Y;12;280.0;0
F;C;42;Y;50;8;P;120;N;108;540.0;1
F;C;63;Y;31;18;P;132;N;0;280.0;0
F;S;25;Y;5;12;C;12;Y;12;280.0;0
F;S;34;Y;31;8;P;12;N;0;800.0;0
F;S;32;Y;31;28;P;84;N;12;232.0;0
M;O;30;Y;31;16;P;60;N;24;334.0;0
M;C;49;N;31;20;P;144;N;24;203.0;1
F;S;33;N;31;20;P;360;N;72;330.0;0
F;S;29;N;50;12;O;72;N;0;361.0;0
M;S;30;N;50;12;P;12;N;12;295.0;1
F;S;23;Y;31;28;C;276;Y;60;280.0;0
F;S;42;Y;31;25;P;48;N;12;515.0;0
F;O;25;N;50;12;P;12;N;24;250.0;1
M;S;42;Y;50;18;P;348;Y;0;885.0;0
F;S;22;Y;31;12;P;60;Y;12;250.0;0
M;S;18;N;31;28;P;24;N;0;200.0;0
F;O;32;Y;31;28;P;60;N;36;500.0;0
F;S;25;Y;31;12;A;12;Y;24;600.0;0
M;C;46;Y;31;18;P;216;N;132;1200.0;0
F;S;31;Y;50;28;A;120;Y;0;310.0;0
F;S;43;Y;31;23;P;504;N;72;610.0;1
F;O;38;Y;31;25;P;420;Y;84;700.0;1
F;C;44;N;50;12;P;120;N;12;100.0;0
F;C;45;Y;31;18;P;132;N;0;533.0;0
F;C;24;Y;50;25;P;12;N;24;350.0;1
F;S;29;Y;50;20;P;48;N;60;722.0;1
M;S;33;Y;31;18;P;72;Y;12;377.0;0
M;S;23;N;50;18;A;36;Y;12;441.0;0
F;O;38;Y;31;12;P;24;Y;96;422.0;0
M;S;20;Y;31;1;C;144;Y;12;340.0;0
M;S;32;Y;31;28;P;180;Y;0;520.0;0
F;S;24;N;50;28;P;144;Y;12;800.0;0
M;C;35;Y;31;1;A;36;Y;36;954.0;0
M;S;22;N;31;25;A;192;Y;12;250.0;0
M;C;21;Y;31;8;P;12;N;24;500.0;1
M;S;21;Y;31;28;P;216;N;12;256.0;0
F;C;62;Y;31;12;P;72;N;12;405.0;0
M;S;19;Y;31;3;P;144;Y;12;180.0;0
M;S;19;Y;31;8;P;240;N;0;312.0;0
F;O;26;Y;50;8;P;60;N;36;700.0;0
F;S;18;Y;31;20;P;216;N;12;400.0;1
F;C;56;Y;31;8;P;144;N;36;537.0;1
F;C;45;Y;50;12;P;216;Y;216;979.0;1
F;S;32;N;50;20;P;372;N;48;360.0;0
F;D;46;Y;31;8;P;12;N;12;360.0;1
F;C;33;Y;31;20;P;24;Y;24;450.0;0
F;D;26;Y;31;8;P;36;N;72;784.0;1
M;C;45;Y;50;12;O;60;N;0;284.0;1
M;S;26;Y;31;23;C;312;N;12;298.0;1
F;C;31;N;50;8;O;48;N;12;1.0;0
F;S;19;Y;31;12;C;60;Y;0;309.0;0
F;S;36;N;50;12;P;144;N;12;400.0;1
F;D;33;Y;31;25;P;396;N;216;560.0;0
F;C;47;N;31;12;P;240;N;288;900.0;0
F;S;21;N;31;3;P;228;N;12;277.0;0
F;C;45;Y;31;12;P;420;N;48;578.0;0
M;S;27;Y;31;8;P;72;N;24;600.0;0
F;S;36;Y;31;25;P;432;Y;12;201.0;0
F;S;23;Y;31;1;A;12;N;12;330.0;0
M;S;29;N;31;28;A;24;Y;12;283.0;0
F;C;66;Y;31;12;P;480;N;168;255.0;0
M;C;41;Y;31;12;P;492;N;144;900.0;0
M;S;23;Y;50;20;P;240;Y;0;1200.0;0
F;D;39;Y;50;8;P;120;Y;48;330.0;0
F;C;43;Y;31;28;P;216;Y;24;900.0;0
F;C;37;Y;31;12;P;24;Y;12;560.0;0
F;S;24;Y;31;20;P;60;N;72;430.0;0
M;C;29;Y;31;20;P;240;Y;72;888.0;1
M;S;37;N;31;28;P;12;Y;12;400.0;1
F;S;28;Y;31;12;P;336;Y;12;450.0;0
F;O;47;Y;50;20;P;204;N;0;280.0;0
M;C;27;Y;31;18;P;120;N;144;600.0;0
F;C;40;N;50;20;P;48;N;24;600.0;0
M;C;58;Y;23;18;P;60;N;72;500.0;0
M;S;45;Y;23;8;O;36;Y;36;260.0;0
M;S;24;Y;31;20;P;240;Y;12;220.0;1
F;S;33;Y;31;20;P;36;N;0;500.0;0
F;O;52;Y;31;12;P;240;Y;180;275.0;0
M;S;19;Y;31;23;P;36;Y;12;180.0;0
F;O;24;Y;23;12;O;180;Y;12;380.0;1
M;C;67;Y;31;12;P;192;Y;276;830.0;0
M;O;23;Y;31;12;P;36;Y;12;550.0;0
M;O;29;Y;5;28;P;12;N;12;283.0;0
M;C;48;N;50;8;P;204;Y;204;305.0;0
M;S;22;Y;31;25;P;144;Y;36;700.0;1
F;C;34;Y;31;18;P;408;N;120;312.0;0
F;C;30;Y;31;1;P;36;N;72;923.0;0
M;O;59;Y;50;8;P;240;Y;36;813.0;0
F;C;50;Y;31;20;P;360;N;0;0.0;0
F;S;20;N;50;22;P;252;N;12;250.0;0
F;S;19;Y;50;25;A;120;Y;12;300.0;0
F;D;43;Y;31;18;O;12;Y;0;850.0;0
M;S;22;Y;31;28;P;276;N;12;400.0;1
M;S;35;Y;31;8;P;24;Y;60;600.0;0
F;S;44;Y;31;8;P;24;Y;204;730.0;0
F;C;25;Y;31;20;P;0;N;0;350.0;0
F;S;21;Y;31;28;P;108;Y;12;380.0;1
M;C;27;Y;50;12;P;24;N;12;681.0;0
F;O;37;N;50;28;P;120;N;36;350.0;1
F;S;52;Y;5;8;P;12;Y;288;1196.0;0
F;C;43;Y;31;12;P;48;Y;84;682.0;0
F;S;24;Y;31;18;P;240;Y;0;600.0;0
F;S;22;Y;31;25;P;120;N;12;712.0;1
F;S;28;Y;31;12;P;36;N;0;400.0;0
M;S;20;Y;31;28;P;36;Y;12;189.0;0
F;S;24;N;31;28;P;48;N;60;350.0;1
M;S;21;N;50;28;A;60;Y;24;340.0;0
F;S;19;Y;31;8;P;108;N;72;200.0;0
M;C;47;Y;31;20;P;120;N;120;500.0;0
F;C;43;Y;31;8;P;132;N;0;0.0;0
F;S;33;Y;31;20;P;360;Y;36;446.0;0
M;S;39;Y;32;16;P;420;N;264;800.0;1
M;S;31;Y;50;25;C;288;Y;36;1360.0;0
F;C;21;Y;31;20;P;12;Y;12;250.0;0
M;C;39;Y;31;8;P;288;Y;48;757.0;1
F;S;44;Y;31;18;P;300;N;0;180.0;1
M;C;25;Y;31;12;A;48;Y;60;237.0;1
F;S;62;Y;50;1;A;60;Y;36;994.0;0
M;S;32;Y;31;12;A;48;Y;72;800.0;0
F;S;19;Y;5;18;P;216;Y;12;260.0;0
F;S;19;Y;50;18;P;216;Y;0;500.0;0
M;S;21;Y;31;20;C;60;Y;24;500.0;0
F;D;40;Y;31;18;P;60;N;120;221.0;0
F;C;36;Y;31;28;P;72;Y;24;850.0;0
F;S;28;Y;31;20;P;48;Y;12;250.0;0
M;C;26;Y;23;25;P;84;Y;12;320.0;0
F;S;29;Y;31;11;P;348;N;0;300.0;0
F;O;25;Y;31;20;A;120;N;60;500.0;0
M;S;18;N;31;12;A;24;N;12;497.0;1
F;S;21;Y;32;8;P;252;N;12;402.0;0
M;C;34;Y;31;16;A;72;N;180;800.0;0
M;O;38;Y;31;20;P;120;N;24;700.0;1
M;O;37;Y;31;3;P;120;Y;120;800.0;0
F;C;46;N;31;12;P;36;N;12;175.0;0
F;S;39;N;50;12;P;36;Y;132;280.0;0
M;C;37;Y;31;18;P;444;N;180;1200.0;0
M;S;21;N;50;20;C;252;Y;36;200.0;0
F;S;35;Y;31;18;A;72;N;12;1400.0;0
F;C;35;Y;31;12;P;60;Y;12;700.0;0
M;S;21;Y;31;8;P;252;N;12;180.0;0
F;S;57;Y;31;25;P;252;Y;144;360.0;0
F;S;31;Y;50;8;P;72;N;0;200.0;0
F;S;33;N;50;12;P;36;Y;24;205.0;0
F;S;37;Y;50;8;P;96;Y;24;1315.0;0
F;S;38;N;50;18;C;96;Y;24;514.0;0
F;S;24;Y;31;20;C;288;Y;48;292.0;1
F;S;50;Y;50;20;P;240;N;60;360.0;1
F;V;48;Y;31;18;P;228;Y;240;500.0;0
F;S;23;Y;50;18;P;12;Y;24;500.0;0
F;S;23;N;50;25;P;276;N;0;400.0;1
F;S;16;Y;23;20;P;192;Y;12;241.0;1
F;C;43;Y;31;12;P;240;N;12;300.0;0
F;C;24;Y;31;12;P;300;Y;36;253.0;0
F;S;21;Y;5;18;C;120;N;0;387.0;0
F;C;50;Y;31;11;A;24;Y;12;300.0;0
F;C;35;Y;31;12;P;144;N;0;1000.0;0
M;C;30;Y;23;3;A;12;N;0;800.0;1
M;C;54;N;31;8;P;120;N;36;510.0;0
M;D;50;Y;31;8;P;180;N;60;700.0;1
M;D;50;Y;31;12;A;24;Y;12;600.0;1
F;C;54;Y;31;18;P;192;N;24;350.0;1
M;S;23;Y;31;20;C;288;N;12;365.0;0
M;V;59;Y;31;8;P;12;N;132;1186.0;0
M;C;44;N;50;18;P;444;N;72;1300.0;1
F;S;20;Y;5;28;A;72;Y;0;180.0;0
F;S;35;Y;31;18;P;120;N;0;700.0;0
F;V;44;N;50;12;A;24;Y;36;200.0;0
F;S;21;Y;31;28;O;12;Y;12;200.0;0
F;C;37;Y;23;8;A;12;Y;204;1359.0;0
F;S;32;Y;31;12;P;72;N;12;322.0;0
F;D;33;Y;31;12;A;36;N;36;500.0;0
F;S;18;Y;31;18;P;216;N;0;211.0;0
M;S;22;Y;31;23;P;276;N;24;400.0;1
F;S;18;Y;31;12;P;180;N;0;180.0;0
F;S;47;Y;31;20;P;360;N;0;0.0;0
M;C;39;Y;50;8;P;300;Y;120;1100.0;0
M;S;22;N;50;25;P;252;N;72;300.0;1
F;S;22;Y;31;18;C;204;N;12;196.0;0
F;C;31;Y;31;12;P;168;N;0;300.0;0
F;S;37;Y;31;8;P;240;N;12;320.0;0
F;O;63;Y;31;18;P;144;N;300;907.0;0
F;C;25;N;50;20;A;60;N;60;315.0;0
M;S;21;Y;31;28;P;228;N;12;640.0;0
M;D;42;Y;31;8;P;420;N;0;270.0;0
M;S;20;Y;50;12;P;60;N;12;591.0;1
F;O;46;N;50;28;P;360;N;12;400.0;1
F;O;45;N;50;18;P;48;N;12;360.0;0
M;S;19;N;31;3;P;12;Y;36;800.0;1
F;D;35;Y;31;28;A;24;Y;120;366.0;1
F;S;22;Y;50;8;P;180;N;24;339.0;0
M;S;41;Y;31;18;P;480;N;24;430.0;0
F;C;27;Y;31;1;P;24;Y;84;757.0;0
F;C;32;Y;50;20;A;96;N;60;400.0;0
M;C;38;Y;31;23;P;360;N;36;1100.0;0
M;S;25;N;23;18;A;12;Y;12;300.0;0
M;C;26;Y;31;18;P;312;N;12;800.0;0
M;C;46;N;50;8;P;48;N;0;201.0;1
F;O;25;Y;31;8;P;84;N;24;400.0;0
F;S;23;N;50;8;P;96;Y;72;210.0;0
F;C;23;N;31;20;P;276;N;12;257.0;0
F;O;21;Y;31;8;C;24;Y;12;240.0;1
F;S;44;Y;50;8;P;336;N;60;800.0;1
M;C;49;N;50;18;P;216;Y;0;180.0;0
F;S;49;Y;31;20;P;120;N;36;1400.0;0
F;C;35;Y;50;20;P;48;N;168;386.0;0
F;D;49;Y;31;12;P;12;N;48;640.0;0
M;C;54;Y;31;8;P;480;Y;216;975.0;1
F;S;33;Y;31;28;P;120;N;60;500.0;1
F;C;43;Y;31;1;A;24;N;240;400.0;0
F;C;32;Y;31;12;P;36;N;0;300.0;0
F;S;35;Y;31;28;C;48;N;36;1241.0;0
F;S;21;Y;31;25;P;60;Y;12;1000.0;0
M;C;22;Y;31;12;O;36;N;12;286.0;0
F;C;37;N;31;28;P;12;N;192;550.0;0
F;S;35;Y;31;12;P;24;N;24;220.0;0
M;C;23;Y;31;18;C;12;Y;84;410.0;1
F;S;21;Y;24;25;P;0;N;0;226.0;0
F;S;44;Y;31;12;P;48;N;12;181.0;0
F;C;24;Y;31;12;P;84;N;0;224.0;1
M;S;19;Y;31;20;A;0;N;0;280.0;0
F;C;35;Y;50;25;A;216;N;36;800.0;0
M;C;19;N;50;18;A;12;Y;0;260.0;1
M;C;24;Y;31;12;C;84;N;24;680.0;0
F;S;20;N;50;12;C;120;Y;0;210.0;0
M;S;23;Y;31;8;P;264;Y;48;1152.0;0
F;O;54;Y;31;18;A;36;N;0;389.0;0
F;V;65;Y;31;18;P;240;N;36;670.0;0
F;S;19;Y;50;20;P;96;N;12;257.0;0
M;V;46;Y;31;28;P;264;N;0;500.0;0
F;C;28;N;31;28;P;84;Y;24;350.0;0
F;D;39;Y;31;23;A;360;Y;12;478.0;1
F;O;58;Y;31;12;P;264;N;156;600.0;0
M;S;28;Y;31;12;C;336;N;84;483.0;0
M;S;18;Y;31;28;P;216;Y;12;231.0;0
F;C;30;Y;50;12;P;72;Y;12;350.0;0
M;O;35;Y;31;20;P;12;N;180;800.0;0
F;O;29;N;50;18;P;288;Y;12;1200.0;1
F;C;49;Y;31;8;P;240;Y;216;980.0;0
F;S;18;Y;31;12;P;120;Y;12;230.0;0
F;C;33;Y;31;20;P;336;Y;12;464.0;0
F;C;63;Y;31;12;P;132;N;300;923.0;0
F;S;30;Y;31;12;P;360;Y;0;180.0;0
F;S;42;Y;5;8;P;36;Y;264;961.0;0
F;C;31;Y;31;18;A;96;N;12;219.0;1
M;C;30;Y;31;12;P;360;Y;132;770.0;0
F;S;48;Y;50;20;P;120;N;120;300.0;0
M;C;69;Y;31;18;P;312;N;0;951.0;0
F;S;23;Y;31;18;P;276;Y;24;271.0;0
F;O;61;Y;31;25;P;480;N;108;522.0;0
F;S;18;Y;50;18;P;60;Y;0;200.0;1
F;S;30;Y;31;12;C;84;Y;108;850.0;1
F;C;36;Y;31;20;A;36;N;0;0.0;0
F;C;37;Y;50;12;P;12;N;12;270.0;1
F;C;44;Y;31;8;A;12;Y;48;800.0;0
F;C;31;Y;31;20;P;36;Y;72;400.0;0
F;C;37;Y;31;8;A;24;N;12;550.0;0
F;S;27;Y;31;18;C;36;N;12;900.0;1
M;S;21;Y;31;12;A;72;Y;72;320.0;0
M;S;21;N;50;18;P;60;N;12;280.0;0
M;S;19;Y;31;20;P;12;N;60;800.0;0
F;S;20;N;31;25;C;240;Y;12;220.0;0
F;S;33;Y;31;12;P;192;N;12;800.0;0
F;O;37;Y;31;12;P;60;Y;60;1173.0;0
F;S;44;N;50;28;A;24;N;48;1200.0;1
M;C;62;N;50;18;P;60;N;0;540.0;0
F;C;34;Y;31;18;P;60;Y;72;1100.0;0
F;S;19;Y;50;28;P;192;N;24;300.0;0
F;S;19;Y;31;28;C;228;N;12;250.0;0
M;S;22;N;31;8;C;216;Y;0;204.0;1
F;S;25;Y;31;18;P;72;N;12;890.0;1
F;S;28;Y;50;18;O;60;N;36;480.0;0
M;S;19;N;31;8;C;12;Y;12;350.0;0
F;S;25;Y;31;25;P;300;N;0;500.0;0
M;S;18;N;31;20;C;48;N;0;220.0;1
F;C;27;Y;5;12;P;96;N;0;200.0;1
M;C;40;Y;31;12;P;48;Y;24;240.0;0
F;O;26;Y;23;23;P;12;N;0;200.0;0
F;C;20;Y;50;28;P;252;Y;12;240.0;0
M;S;20;Y;31;12;A;24;Y;0;416.0;0
M;S;27;Y;50;18;A;24;Y;156;1000.0;1
F;S;47;N;50;25;P;384;Y;12;180.0;0
F;C;29;Y;5;12;P;36;N;120;511.0;0
F;S;20;Y;31;18;A;84;Y;0;250.0;0
F;C;39;Y;31;20;A;72;Y;120;1200.0;0
F;O;36;Y;31;20;A;12;N;12;250.0;0
F;C;44;Y;31;25;P;120;Y;12;305.0;0
F;C;37;Y;31;20;P;360;N;0;300.0;1
M;S;20;Y;31;12;P;24;Y;36;272.0;0
F;S;18;N;50;18;P;360;N;12;350.0;1
M;C;21;N;50;18;P;84;Y;36;527.0;0
F;S;41;Y;50;18;O;204;Y;0;400.0;0
F;C;21;N;31;28;P;24;Y;12;180.0;1
F;C;24;N;50;16;P;72;Y;36;800.0;0
F;S;19;Y;31;12;P;108;N;12;280.0;0
M;C;31;Y;31;12;P;372;N;12;573.0;0
F;S;25;Y;31;12;P;12;Y;24;450.0;0
F;S;24;Y;31;12;C;288;Y;12;236.0;0
F;C;32;N;50;12;P;60;Y;0;1267.0;1
F;O;25;Y;50;8;P;48;N;12;500.0;0
F;C;44;N;50;12;P;480;Y;0;300.0;0
F;S;39;Y;31;12;C;216;N;0;1000.0;0
F;V;59;Y;31;8;P;240;Y;24;1039.0;0
F;C;29;N;50;12;P;120;N;0;500.0;0
F;C;42;Y;31;28;P;504;N;36;500.0;0
F;C;44;Y;31;18;P;180;Y;12;480.0;0
F;S;19;Y;31;20;P;12;Y;96;200.0;0
F;S;31;Y;31;20;P;132;Y;96;400.0;0
M;C;21;Y;5;18;P;24;Y;12;220.0;1
F;S;18;Y;31;3;P;216;Y;0;256.0;1
M;D;37;Y;31;20;P;12;Y;192;649.0;0
F;S;30;N;50;28;P;168;N;12;680.0;1
F;S;21;Y;50;8;P;36;N;36;400.0;1
F;S;21;Y;31;18;P;144;N;0;270.0;1
M;V;35;Y;31;20;P;120;Y;12;631.0;1
F;S;22;Y;50;28;A;36;Y;48;213.0;0
M;S;31;N;50;12;P;72;N;120;540.0;0
F;S;30;N;50;20;P;144;N;120;450.0;1
F;D;43;Y;31;25;P;312;Y;0;500.0;1
F;S;26;Y;50;25;C;36;N;60;500.0;0
F;C;52;Y;31;8;P;384;Y;288;500.0;0
M;C;41;Y;31;12;P;132;N;96;571.0;0
M;S;34;Y;31;8;P;408;Y;12;515.0;0
M;S;18;Y;31;25;C;60;Y;36;720.0;0
M;D;50;Y;31;8;P;444;N;12;180.0;0
F;S;35;N;50;25;P;36;Y;12;200.0;0
F;S;30;Y;50;8;A;240;Y;0;470.0;0
M;S;26;Y;31;12;C;12;N;12;567.0;0
F;S;47;Y;31;12;A;24;N;48;400.0;0
M;S;21;Y;31;3;P;24;Y;36;487.0;1
F;S;44;Y;31;12;O;12;Y;12;360.0;0
F;S;25;Y;31;8;P;300;N;0;800.0;0
F;S;28;Y;31;8;O;24;N;24;300.0;0
M;C;37;Y;31;20;P;84;N;12;360.0;0
F;S;41;Y;31;18;P;72;Y;12;220.0;0
F;S;25;Y;31;8;P;300;N;12;665.0;0
F;S;20;N;31;8;P;72;N;12;180.0;1
M;S;26;Y;50;12;P;12;Y;0;240.0;0
M;S;22;Y;31;12;P;144;Y;12;450.0;0
F;D;28;Y;31;23;O;12;Y;12;360.0;0
F;C;39;Y;31;20;P;168;Y;180;700.0;1
M;C;35;N;50;18;P;420;N;12;425.0;1
F;C;26;Y;31;1;P;312;Y;48;254.0;0
F;S;20;Y;31;18;C;156;Y;12;600.0;0
M;S;21;Y;31;23;P;36;Y;12;240.0;0
